0,-8.3086,-11.21473,0,-8.3086,-11.21473,0,-1.33346,-1.44707,0,-1.33346,-1.44707,1
0,-17.08178,-23.22933,0,-17.08178,-23.22933,0,-2.21696,-2.69875,0,-2.21696,-2.69875,0.018
0,-18.70618,-23.13666,0,-18.70618,-23.13666,0,-0.35443,-2.56321,0,-0.35443,-2.56321,0.0183
0,-16.47648,-20.65871,0,-16.47648,-20.65871,0,-3.83617,-2.17462,0,-3.83617,-2.17462,0.0184
0,-11.05372,-16.49836,0,-11.05372,-16.49836,0,-0.59677,-4.01133,0,-0.59677,-4.01133,0.0186
0,-6.83525,-11.60799,0,-6.83525,-11.60799,0,0.49694,-3.64676,0,0.49694,-3.64676,0.0185
0,1.32133,-1.07238,0,1.32133,-1.07238,0,1.82769,-3.41137,0,1.82769,-3.41137,0.0177
0,-2.52348,-9.05266,0,-2.52348,-9.05266,0,1.62842,-3.50323,0,1.62842,-3.50323,0.0185
0,0.6426,-4.00175,0,0.6426,-4.00175,0,2.20356,-4.70724,0,2.20356,-4.70724,0.0174
0,-1.5229,-9.53015,0,-1.5229,-9.53015,0,1.64269,-4.1495,0,1.64269,-4.1495,0.0175
0,0.5124,-0.26261,0,0.5124,-0.26261,0,-0.04616,-2.07528,0,-0.04616,-2.07528,0.0177
0,-2.68592,-8.77566,0,-2.68592,-8.77566,0,1.95971,-3.87379,0,1.95971,-3.87379,0.0174
0,-0.31545,-6.47974,0,-0.31545,-6.47974,0,2.37774,-5.77014,0,2.37774,-5.77014,0.0181
0,-1.53257,-8.90012,0,-1.53257,-8.90012,0,2.49586,-5.54597,0,2.49586,-5.54597,0.0178
0,-3.64608,-11.35468,0,-3.64608,-11.35468,0,2.5901,-6.31027,0,2.5901,-6.31027,0.0177
0,-6.62479,-14.9425,0,-6.62479,-14.9425,0,2.57327,-7.15064,0,2.57327,-7.15064,0.0177
0,-10.14632,-19.23774,0,-10.14632,-19.23774,0,2.55809,-7.96317,0,2.55809,-7.96317,0.0177
0,-13.08215,-23.1141,0,-13.08215,-23.1141,0,2.6921,-8.70709,0,2.6921,-8.70709,0.0178
0,-15.32286,-26.39243,0,-15.32286,-26.39243,0,2.89337,-9.37476,0,2.89337,-9.37476,0.0178
0,-17.05657,-29.07682,0,-17.05657,-29.07682,0,2.97843,-9.85581,0,2.97843,-9.85581,0.0178
0,-18.45239,-31.11991,0,-18.45239,-31.11991,0,2.84979,-9.87516,0,2.84979,-9.87516,0.0179
0,-19.62769,-32.50907,0,-19.62769,-32.50907,0,2.62148,-9.14131,0,2.62148,-9.14131,0.0179
0,-20.61634,-33.39126,0,-20.61634,-33.39126,0,3.03537,-7.01601,0,3.03537,-7.01601,0.0179
0,-21.43164,-33.93935,0,-21.43164,-33.93935,0,6.05827,-1.64674,0,6.05827,-1.64674,0.0177
0,-22.09889,-25.99002,0,-22.09889,-25.99002,0,-3.64421,25.31543,0,-3.64421,25.31543,0.0175
0,0.13337,11.61748,0,0.13337,11.61748,0,-9.81475,1.43541,0,-9.81475,1.43541,0.0179
0,0.23083,-10.88958,0,0.23083,-10.88958,0,2.14492,-13.02686,0,2.14492,-13.02686,0.0174
0,-0.00534,-1.52285,0,-0.00534,-1.52285,0,1.58534,3.18131,0,1.58534,3.18131,0.0171
0,0.02448,2.72644,0,0.02448,2.72644,0,3.9425,-10.7621,0,3.9425,-10.7621,0.017
0,0.12505,-0.76801,0,0.12505,-0.76801,0,-1.3448,4.62543,0,-1.3448,4.62543,0.017
0,0.10058,-1.88329,0,0.10058,-1.88329,0,-1.04937,4.97723,0,-1.04937,4.97723,0.0175
0,0.05875,2.59054,0,0.05875,2.59054,0,2.69794,-9.11152,0,2.69794,-9.11152,0.0173
0,0.084,-1.30331,0,0.084,-1.30331,0,0.04352,4.88158,0,0.04352,4.88158,0.0171
0,0.39244,-2.07874,0,0.39244,-2.07874,0,0.51165,5.85473,0,0.51165,5.85473,0.0173
0,-0.15907,3.30886,0,-0.15907,3.30886,0,1.67047,-10.13406,0,1.67047,-10.13406,0.0172
0,-0.1043,-1.53423,0,-0.1043,-1.53423,0,-2.25671,5.65594,0,-2.25671,5.65594,0.0173
0,-0.01153,-1.46727,0,-0.01153,-1.46727,0,-1.36796,4.32697,0,-1.36796,4.32697,0.0173
0,-0.26115,2.45161,0,-0.26115,2.45161,0,2.52164,-8.16326,0,2.52164,-8.16326,0.0172
0,0.21015,-1.30138,0,0.21015,-1.30138,0,-1.30796,4.26898,0,-1.30796,4.26898,0.0174
0,0.20699,-1.22818,0,0.20699,-1.22818,0,-1.2792,4.02135,0,-1.2792,4.02135,0.0174
0,-0.4394,1.90009,0,-0.4394,1.90009,0,3.49185,-8.51339,0,3.49185,-8.51339,0.0173
0,0.13544,0.22367,0,0.13544,0.22367,0,0.40149,3.97915,0,0.40149,3.97915,0.0172
0,0.60525,-1.14751,0,0.60525,-1.14751,0,0.41437,2.74941,0,0.41437,2.74941,0.0174
0,0.96377,-1.71773,0,0.96377,-1.71773,0,0.30217,3.72774,0,0.30217,3.72774,0.0174
0,-1.89483,3.25605,0,-1.89483,3.25605,0,3.35151,-7.18316,0,3.35151,-7.18316,0.0172
0,0.51414,-0.86193,0,0.51414,-0.86193,0,-1.87056,2.83297,0,-1.87056,2.83297,0.0173
0,-0.09083,0.12137,0,-0.09083,0.12137,0,-3.32822,1.34695,0,-3.32822,1.34695,0.0173
0,0.47575,-1.73481,0,0.47575,-1.73481,0,-4.45444,3.23051,0,-4.45444,3.23051,0.0174
0,-0.46407,0.86018,0,-0.46407,0.86018,0,0.34704,-3.23777,0,0.34704,-3.23777,0.0171
0,-0.46414,-0.59734,0,-0.46414,-0.59734,0,0.95969,-0.87442,0,0.95969,-0.87442,0.0173
0,-0.66303,0.02707,0,-0.66303,0.02707,0,2.84654,-3.76544,0,2.84654,-3.76544,0.0174
0,-0.28348,0.92053,0,-0.28348,0.92053,0,2.68433,-6.48707,0,2.68433,-6.48707,0.0171
0,0.43868,-2.15274,0,0.43868,-2.15274,0,-6.72098,6.95644,0,-6.72098,6.95644,0.0169
0,0.07259,-0.60315,0,0.07259,-0.60315,0,-4.37229,5.12061,0,-4.37229,5.12061,0.0168
0,-0.15502,2.32755,0,-0.15502,2.32755,0,4.19956,-1.42965,0,4.19956,-1.42965,0.0169
0,4.88343,4.42319,0,4.88343,4.42319,0,3.37028,-1.43734,0,3.37028,-1.43734,0.0174
0,-3.96427,-7.17413,0,-3.96427,-7.17413,0,-12.31793,-5.99338,0,-12.31793,-5.99338,0.0182
0,0.76872,2.22742,0,0.76872,2.22742,0,-4.47155,-9.96568,0,-4.47155,-9.96568,0.0171
0,-2.19291,-30.08867,0,-2.19291,-30.08867,0,-0.21854,-16.84603,0,-0.21854,-16.84603,0.0169
0,1.34663,-4.98917,0,1.34663,-4.98917,0,-0.0596,-5.22368,0,-0.0596,-5.22368,0.0167
