0,-0.47124,1.68901,0,-0.47124,1.68901,0,-0.66825,1.77022,0,-0.66825,1.77022,1,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.47124,1.68901,0,-0.47124,1.68901,0,-0.66825,1.77022,0,-0.66825,1.77022,0.018,0,0.0,0.0,0,0.0,0.0,0,-0.0,0.0,0,-0.0,0.0
0,-0.46746,1.6814,0,-0.46746,1.6814,0,-0.67523,1.77639,0,-0.67523,1.77639,0.02,0,0.18887,-0.38046,0,0.18887,-0.38046,0,-0.3491,0.30852,0,-0.3491,0.30852
0,-0.4638,1.67249,0,-0.4638,1.67249,0,-0.69239,1.79032,0,-0.69239,1.79032,0.02,0,0.18292,-0.44551,0,0.18292,-0.44551,0,-0.85761,0.69679,0,-0.85761,0.69679
0,-0.47754,1.62578,0,-0.47754,1.62578,0,-0.80543,1.85043,0,-0.80543,1.85043,0.02,0,-0.687,-2.33507,0,-0.687,-2.33507,0,-5.65196,3.00515,0,-5.65196,3.00515
0,-0.51154,1.55497,0,-0.51154,1.55497,0,-1.02746,1.9471,0,-1.02746,1.9471,0.02,0,-1.69974,-3.54086,0,-1.69974,-3.54086,0,-11.10161,4.83388,0,-11.10161,4.83388
0,-0.55199,1.4817,0,-0.55199,1.4817,0,-1.29422,2.03122,0,-1.29422,2.03122,0.016,0,-2.5285,-4.57948,0,-2.5285,-4.57948,0,-16.67284,5.25695,0,-16.67284,5.25695
0,-0.60045,1.3782,0,-0.60045,1.3782,0,-1.66857,2.08238,0,-1.66857,2.08238,0.016,0,-3.02866,-6.46829,0,-3.02866,-6.46829,0,-23.39647,3.19796,0,-23.39647,3.19796
0,-0.63094,1.27479,0,-0.63094,1.27479,0,-1.98817,2.05243,0,-1.98817,2.05243,0.02,0,-1.52441,-5.17077,0,-1.52441,-5.17077,0,-15.98004,-1.49754,0,-15.98004,-1.49754
0,-0.6332,1.18393,0,-0.6332,1.18393,0,-2.18155,1.95823,0,-2.18155,1.95823,0.02,0,-0.11277,-4.54268,0,-0.11277,-4.54268,0,-9.66908,-4.71023,0,-9.66908,-4.71023
0,-0.60935,1.09503,0,-0.60935,1.09503,0,-2.2825,1.77231,0,-2.2825,1.77231,0.02,0,1.19209,-4.44496,0,1.19209,-4.44496,0,-5.04763,-9.29572,0,-5.04763,-9.29572
0,-0.60575,1.03789,0,-0.60575,1.03789,0,-2.33406,1.76823,0,-2.33406,1.76823,0.02,0,0.18013,-2.85738,0,0.18013,-2.85738,0,-2.57802,-0.20433,0,-2.57802,-0.20433
0,-0.59709,0.9886,0,-0.59709,0.9886,0,-2.3483,1.75889,0,-2.3483,1.75889,0.02,0,0.43313,-2.46454,0,0.43313,-2.46454,0,-0.71184,-0.46663,0,-0.71184,-0.46663
0,-0.58426,0.93795,0,-0.58426,0.93795,0,-2.35619,1.75217,0,-2.35619,1.75217,0.02,0,0.64156,-2.53226,0,0.64156,-2.53226,0,-0.39478,-0.33623,0,-0.39478,-0.33623
0,-0.56916,0.89461,0,-0.56916,0.89461,0,-2.34655,1.7451,0,-2.34655,1.7451,0.02,0,0.75489,-2.1668,0,0.75489,-2.1668,0,0.48238,-0.35366,0,0.48238,-0.35366
0,-0.56465,0.89,0,-0.56465,0.89,0,-2.31747,1.73449,0,-2.31747,1.73449,0.02,0,0.22556,-0.23073,0,0.22556,-0.23073,0,1.45397,-0.53032,0,1.45397,-0.53032
0,-0.55718,0.89,0,-0.55718,0.89,0,-2.27073,1.72007,0,-2.27073,1.72007,0.02,0,0.3732,0.0,0,0.3732,0.0,0,2.33694,-0.72083,0,2.33694,-0.72083
0,-0.54498,0.89,0,-0.54498,0.89,0,-2.20694,1.69914,0,-2.20694,1.69914,0.02,0,0.61006,0.0,0,0.61006,0.0,0,3.18939,-1.04649,0,3.18939,-1.04649
0,-0.52843,0.89,0,-0.52843,0.89,0,-2.12829,1.66881,0,-2.12829,1.66881,0.02,0,0.82758,-0.0,0,0.82758,-0.0,0,3.93272,-1.51649,0,3.93272,-1.51649
0,-0.50691,0.89,0,-0.50691,0.89,0,-2.03724,1.62686,0,-2.03724,1.62686,0.02,0,1.07623,0.0,0,1.07623,0.0,0,4.55223,-2.09752,0,4.55223,-2.09752
0,-0.48029,0.89,0,-0.48029,0.89,0,-1.93637,1.57158,0,-1.93637,1.57158,0.02,0,1.33083,0.0,0,1.33083,0.0,0,5.04379,-2.76431,0,5.04379,-2.76431
0,-0.44918,0.89,0,-0.44918,0.89,0,-1.82804,1.50171,0,-1.82804,1.50171,0.02,0,1.55553,0.0,0,1.55553,0.0,0,5.41647,-3.4932,0,5.41647,-3.4932
