0,-1.33209,2.40701,0,-1.33209,2.40701,0,-1.10818,2.40978,0,-1.10818,2.40978,1,0,0,0,0,0,0,0,0,0,0,0,0
0,-1.33209,2.40701,0,-1.33209,2.40701,0,-1.10818,2.40978,0,-1.10818,2.40978,0.018,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0,-1.34122,2.49473,0,-1.34122,2.49473,0,-1.11766,2.49592,0,-1.11766,2.49592,0.018,0,-0.50742,4.87473,0,-0.50742,4.87473,0,-0.52683,4.78698,0,-0.52683,4.78698
0,-1.34035,2.49351,0,-1.34035,2.49351,0,-1.11731,2.49454,0,-1.11731,2.49454,0.0175,0,0.04968,-0.06986,0,0.04968,-0.06986,0,0.01971,-0.07904,0,0.01971,-0.07904
0,-1.32823,2.46654,0,-1.32823,2.46654,0,-1.11771,2.47161,0,-1.11771,2.47161,0.0172,0,0.70388,-1.56692,0,0.70388,-1.56692,0,-0.02306,-1.33234,0,-0.02306,-1.33234
0,-1.31203,2.44649,0,-1.31203,2.44649,0,-1.12163,2.46591,0,-1.12163,2.46591,0.0177,0,0.9159,-1.13254,0,0.9159,-1.13254,0,-0.22148,-0.32154,0,-0.22148,-0.32154
0,-1.29412,2.42019,0,-1.29412,2.42019,0,-1.12316,2.44912,0,-1.12316,2.44912,0.0176,0,1.02005,-1.49807,0,1.02005,-1.49807,0,-0.08712,-0.95668,0,-0.08712,-0.95668
0,-1.27431,2.38051,0,-1.27431,2.38051,0,-1.11949,2.41684,0,-1.11949,2.41684,0.0173,0,1.1438,-2.29127,0,1.1438,-2.29127,0,0.21181,-1.86408,0,0.21181,-1.86408
0,-1.24714,2.32873,0,-1.24714,2.32873,0,-1.11113,2.37079,0,-1.11113,2.37079,0.0173,0,1.57378,-2.99895,0,1.57378,-2.99895,0,0.48424,-2.66719,0,0.48424,-2.66719
0,-1.21272,2.26363,0,-1.21272,2.26363,0,-1.09799,2.31067,0,-1.09799,2.31067,0.0172,0,2.00248,-3.78807,0,2.00248,-3.78807,0,0.76434,-3.49769,0,0.76434,-3.49769
0,-1.1719,2.18473,0,-1.1719,2.18473,0,-1.08079,2.23766,0,-1.08079,2.23766,0.0171,0,2.38127,-4.60304,0,2.38127,-4.60304,0,1.00369,-4.25957,0,1.00369,-4.25957
0,-1.12502,2.09134,0,-1.12502,2.09134,0,-1.05981,2.15215,0,-1.05981,2.15215,0.0171,0,2.74367,-5.46475,0,2.74367,-5.46475,0,1.22765,-5.00341,0,1.22765,-5.00341
0,-1.07221,1.98315,0,-1.07221,1.98315,0,-1.03507,2.05432,0,-1.03507,2.05432,0.0169,0,3.11605,-6.3849,0,3.11605,-6.3849,0,1.45993,-5.77376,0,1.45993,-5.77376
0,-1.02156,1.86032,0,-1.02156,1.86032,0,-1.00008,1.93814,0,-1.00008,1.93814,0.017,0,2.98506,-7.23805,0,2.98506,-7.23805,0,2.06208,-6.84657,0,2.06208,-6.84657
0,-0.97954,1.73096,0,-0.97954,1.73096,0,-0.95063,1.79606,0,-0.95063,1.79606,0.0171,0,2.46239,-7.58173,0,2.46239,-7.58173,0,2.898,-8.32659,0,2.898,-8.32659
0,-0.94789,1.60526,0,-0.94789,1.60526,0,-0.89979,1.62136,0,-0.89979,1.62136,0.0168,0,1.8798,-7.46545,0,1.8798,-7.46545,0,3.01966,-10.37597,0,3.01966,-10.37597
0,-0.92325,1.47556,0,-0.92325,1.47556,0,-0.85699,1.36121,0,-0.85699,1.36121,0.0188,0,1.31278,-6.91035,0,1.31278,-6.91035,0,2.28047,-13.86054,0,2.28047,-13.86054
0,-0.899,1.37136,0,-0.899,1.37136,0,-0.82271,1.15473,0,-0.82271,1.15473,0.0176,0,1.37922,-5.92525,0,1.37922,-5.92525,0,1.94888,-11.74138,0,1.94888,-11.74138
0,-0.86841,1.28652,0,-0.86841,1.28652,0,-0.79612,1.01345,0,-0.79612,1.01345,0.0187,0,1.63479,-4.53403,0,1.63479,-4.53403,0,1.42131,-7.55064,0,1.42131,-7.55064
0,-0.83887,1.22918,0,-0.83887,1.22918,0,-0.78206,0.94698,0,-0.78206,0.94698,0.0187,0,1.58184,-3.07057,0,1.58184,-3.07057,0,0.75275,-3.55967,0,0.75275,-3.55967
0,-0.81775,1.19492,0,-0.81775,1.19492,0,-0.7784,0.92729,0,-0.7784,0.92729,0.017,0,1.24196,-2.01454,0,1.24196,-2.01454,0,0.21544,-1.15768,0,0.21544,-1.15768
0,-0.80404,1.17628,0,-0.80404,1.17628,0,-0.7831,0.9374,0,-0.7831,0.9374,0.017,0,0.80765,-1.09824,0,0.80765,-1.09824,0,-0.27714,0.59584,0,-0.27714,0.59584
0,-0.79823,1.17127,0,-0.79823,1.17127,0,-0.79533,0.96749,0,-0.79533,0.96749,0.017,0,0.34211,-0.29492,0,0.34211,-0.29492,0,-0.72043,1.77304,0,-0.72043,1.77304
0,-0.80011,1.1782,0,-0.80011,1.1782,0,-0.81412,1.01115,0,-0.81412,1.01115,0.017,0,-0.11093,0.4083,0,-0.11093,0.4083,0,-1.10677,2.57221,0,-1.10677,2.57221
0,-0.80909,1.19545,0,-0.80909,1.19545,0,-0.83847,1.06536,0,-0.83847,1.06536,0.017,0,-0.52907,1.01618,0,-0.52907,1.01618,0,-1.43539,3.19457,0,-1.43539,3.19457
0,-0.82436,1.22142,0,-0.82436,1.22142,0,-0.86745,1.12773,0,-0.86745,1.12773,0.017,0,-0.89968,1.53052,0,-0.89968,1.53052,0,-1.70782,3.67539,0,-1.70782,3.67539
0,-0.84504,1.25458,0,-0.84504,1.25458,0,-0.90017,1.19614,0,-0.90017,1.19614,0.017,0,-1.21869,1.95403,0,-1.21869,1.95403,0,-1.92738,4.03091,0,-1.92738,4.03091
0,-0.87028,1.29348,0,-0.87028,1.29348,0,-0.9358,1.26866,0,-0.9358,1.26866,0.017,0,-1.4863,2.29073,0,-1.4863,2.29073,0,-2.099,4.27102,0,-2.099,4.27102
0,-0.89928,1.33675,0,-0.89928,1.33675,0,-0.97365,1.3434,0,-0.97365,1.3434,0.017,0,-1.70731,2.54761,0,-1.70731,2.54761,0,-2.22824,4.40069,0,-2.22824,4.40069
0,-0.93138,1.38321,0,-0.93138,1.38321,0,-1.01308,1.41852,0,-1.01308,1.41852,0.017,0,-1.88977,2.73484,0,-1.88977,2.73484,0,-2.321,4.42156,0,-2.321,4.42156
0,-0.96614,1.43195,0,-0.96614,1.43195,0,-1.0536,1.49215,0,-1.0536,1.49215,0.017,0,-2.04515,2.86752,0,-2.04515,2.86752,0,-2.38392,4.33255,0,-2.38392,4.33255
0,-1.00336,1.48246,0,-1.00336,1.48246,0,-1.09482,1.56239,0,-1.09482,1.56239,0.017,0,-2.19,2.9724,0,-2.19,2.9724,0,-2.42543,4.1328,0,-2.42543,4.1328
0,-1.04323,1.53487,0,-1.04323,1.53487,0,-1.13657,1.62745,0,-1.13657,1.62745,0.017,0,-2.34637,3.0848,0,-2.34637,3.0848,0,-2.4574,3.82885,0,-2.4574,3.82885
0,-1.0864,1.59003,0,-1.0864,1.59003,0,-1.17898,1.68609,0,-1.17898,1.68609,0.017,0,-2.54351,3.24949,0,-2.54351,3.24949,0,-2.4983,3.45443,0,-2.4983,3.45443
0,-1.13429,1.64969,0,-1.13429,1.64969,0,-1.22262,1.73875,0,-1.22262,1.73875,0.0169,0,-2.82516,3.51978,0,-2.82516,3.51978,0,-2.57506,3.10703,0,-2.57506,3.10703
0,-1.18941,1.71682,0,-1.18941,1.71682,0,-1.26858,1.78951,0,-1.26858,1.78951,0.0169,0,-3.26109,3.97145,0,-3.26109,3.97145,0,-2.7187,3.00335,0,-2.7187,3.00335
0,-1.25647,1.79653,0,-1.25647,1.79653,0,-1.31791,1.84908,0,-1.31791,1.84908,0.0168,0,-3.99084,4.74306,0,-3.99084,4.74306,0,-2.93541,3.54475,0,-2.93541,3.54475
0,-1.33401,1.90683,0,-1.33401,1.90683,0,-1.37075,1.9394,0,-1.37075,1.9394,0.0167,0,-4.64279,6.60466,0,-4.64279,6.60466,0,-3.16399,5.40813,0,-3.16399,5.40813
0,-1.41882,2.07536,0,-1.41882,2.07536,0,-1.42538,2.09454,0,-1.42538,2.09454,0.0167,0,-5.09228,10.11908,0,-5.09228,10.11908,0,-3.28005,9.31522,0,-3.28005,9.31522
0,-1.50463,2.3227,0,-1.50463,2.3227,0,-1.47307,2.33342,0,-1.47307,2.33342,0.0168,0,-5.10771,14.72232,0,-5.10771,14.72232,0,-2.83894,14.21813,0,-2.83894,14.21813
